dni_pac , fecha_solicitado , fecha_turno , presento , matricula_med
18902837 , 18/4/1970 , 28/5/1970 , 0 , 21-978-218
18902830 , 23/5/1978 , 13/6/1978 , 1 , 78-87-2542
38852828 , 3/1/1970 , 24/3/1970 , 1 , 83-397-1896
23302829 , 16/4/2021 , 14/6/2021 , 0 , 76-81-9297
18902834 , 25/9/2003 , 21/11/2003 , 0 , 18-969-4799
14642582 , 6/9/1974 , 22/9/1974 , 0 , 4-726-6430
14642589 , 17/10/2010 , 1/4/2011 , 1 , 38-753-2321
28666559 , 31/5/2008 , 6/8/2008 , 1 , 28-69-3144
34452825 , 3/8/1991 , 21/10/1991 , 1 , 87-79-3429
38852824 , 24/2/1973 , 27/3/1973 , 1 , 21-978-218
34452821 , 24/7/2001 , 8/11/2001 , 1 , 38-776-3777
28666554 , 4/1/1970 , 3/2/1970 , 1 , 85-623-3585
18902835 , 9/5/1991 , 17/6/1991 , 0 , 84-678-1961
43963879 , 24/3/1970 , 26/5/1970 , 0 , 48-648-3925
14642584 , 10/6/1981 , 23/7/1981 , 1 , 44-96-2935
34452823 , 6/3/1970 , 29/3/1970 , 0 , 76-81-9297
24266558 , 5/1/1970 , 2/6/1970 , 0 , 85-623-3585
18902839 , 9/10/2019 , 12/11/2019 , 0 , 44-96-2935
38852828 , 20/1/1970 , 30/1/1970 , 0 , 6-862-1290
34452824 , 20/3/1992 , 23/5/1992 , 1 , 42-68-2932
10242585 , 30/3/1970 , 5/1/1970 , 0 , 76-81-9297
14642590 , 8/1/1970 , 14/3/1970 , 1 , 42-106-6046
14642582 , 9/6/2004 , 9/3/2004 , 0 , 48-648-3925
38852828 , 5/11/1971 , 27/12/1971 , 1 , 99-286-5464
48363880 , 3/8/1985 , 9/10/1985 , 0 , 9-905-8721
23302835 , 18/1/1970 , 4/5/1970 , 0 , 48-648-3925
24266552 , 16/8/2008 , 23/8/2008 , 0 , 43-381-9419
28666556 , 9/1/1970 , 16/1/1970 , 0 , 18-969-4799
43963881 , 6/1/1990 , 3/7/1990 , 0 , 86-855-1783
23302835 , 13/5/2000 , 8/7/2000 , 1 , 12-566-1323
28666552 , 1/4/1970 , 26/4/1970 , 1 , 19-906-2636
23302832 , 7/2/2020 , 4/4/2020 , 1 , 21-978-218
23302832 , 19/10/1992 , 12/7/1992 , 1 , 8-944-6118
18902836 , 29/9/1971 , 17/11/1971 , 0 , 78-87-2542
10242590 , 5/4/2016 , 5/10/2016 , 1 , 85-623-3585
18902831 , 27/2/2011 , 23/4/2011 , 1 , 80-302-1890
23302830 , 1/10/1985 , 28/10/1985 , 1 , 86-848-3881
10242585 , 24/8/2012 , 22/10/2012 , 0 , 44-96-2935
24266552 , 25/3/2001 , 15/5/2001 , 1 , 80-302-1890
34452826 , 30/6/1995 , 29/7/1995 , 0 , 42-106-6046
14642588 , 14/5/1970 , 21/7/1970 , 1 , 9-905-8721
10242583 , 8/1/1970 , 2/3/1970 , 0 , 76-93-4361
28666555 , 15/4/2014 , 21/4/2014 , 1 , 85-623-3585
28666561 , 7/4/1983 , 13/4/1983 , 0 , 10-246-2532
10242587 , 18/8/1971 , 24/8/1971 , 0 , 59-911-1635
23302832 , 4/7/1976 , 30/7/1976 , 0 , 98-721-1083
48363880 , 3/1/1970 , 3/8/1970 , 1 , 10-544-1336
43963879 , 19/8/1987 , 11/7/1987 , 0 , 18-969-4799
34452824 , 7/1/1970 , 23/3/1970 , 0 , 12-88-4730
14642588 , 29/3/1996 , 6/10/1996 , 1 , 76-93-4361
10242582 , 4/10/1982 , 17/12/1982 , 0 , 12-88-4730
10242587 , 19/2/2005 , 16/5/2005 , 1 , 49-626-8557
38852827 , 11/11/1989 , 29/1/1990 , 0 , 59-911-1635
24266557 , 19/9/1996 , 25/9/1996 , 0 , 66-479-9156
14642585 , 16/6/2002 , 29/8/2002 , 0 , 19-906-2636
23302833 , 2/10/1992 , 31/12/1992 , 1 , 43-381-9419
43963878 , 4/3/1970 , 13/3/1970 , 1 , 66-885-1601
24266560 , 23/1/2017 , 18/3/2017 , 1 , 46-148-9236
34452824 , 8/8/2018 , 23/8/2018 , 1 , 43-381-9419
34452824 , 7/2/1970 , 18/2/1970 , 0 , 46-148-9236
24266552 , 8/10/2008 , 12/1/2008 , 1 , 59-911-1635
34452820 , 2/4/2015 , 5/11/2015 , 1 , 11-89-2367
28666560 , 11/11/2002 , 25/11/2002 , 0 , 38-776-3777
18902832 , 15/5/1972 , 29/7/1972 , 1 , 42-106-6046
38852825 , 2/3/1970 , 21/5/1970 , 0 , 66-885-1601
34452823 , 1/11/2005 , 27/1/2006 , 0 , 10-246-2532
18902837 , 10/8/2001 , 19/9/2001 , 0 , 73-641-3487
43963880 , 10/9/1994 , 11/11/1994 , 1 , 71-923-9257
10242585 , 23/10/1996 , 24/11/1996 , 0 , 19-906-2636
34452825 , 4/3/2014 , 25/5/2014 , 1 , 84-678-1961
38852822 , 26/8/1989 , 9/5/1989 , 0 , 18-969-4799
28666557 , 13/8/1970 , 11/6/1970 , 0 , 56-707-9622
28666557 , 15/2/1973 , 27/3/1973 , 1 , 86-848-3881
38852824 , 7/4/2001 , 18/4/2001 , 0 , 3-957-5455
48363882 , 11/3/2002 , 31/5/2002 , 1 , 28-69-3144
38852825 , 27/1/2001 , 3/10/2001 , 1 , 99-286-5464
14642582 , 15/11/1983 , 2/8/1984 , 0 , 3-957-5455
23302832 , 9/5/1975 , 29/5/1975 , 0 , 86-848-3881
18902838 , 7/5/1972 , 13/6/1972 , 0 , 66-479-9156
18902833 , 26/4/1992 , 7/9/1992 , 1 , 21-978-218
48363880 , 6/2/1979 , 13/4/1979 , 1 , 66-885-1601
38852820 , 17/12/2007 , 3/8/2008 , 0 , 19-906-2636
14642585 , 8/2/1980 , 20/4/1980 , 1 , 38-776-3777
10242590 , 6/3/1986 , 3/11/1986 , 0 , 10-246-2532
18902829 , 3/1/1970 , 29/3/1970 , 1 , 18-969-4799
34452820 , 24/9/2022 , 11/10/2022 , 0 , 51-644-9729
10242589 , 25/4/1970 , 19/6/1970 , 1 , 99-286-5464
14642587 , 18/7/1996 , 30/7/1996 , 0 , 71-923-9257
24266561 , 23/6/1978 , 18/8/1978 , 0 , 10-625-2635
28666560 , 19/9/1981 , 18/12/1981 , 0 , 79-773-308
48363880 , 22/3/1972 , 26/5/1972 , 0 , 49-626-8557
18902834 , 5/12/2012 , 27/1/2013 , 1 , 18-969-4799
43963880 , 2/9/1971 , 25/11/1971 , 0 , 12-88-4730
38852822 , 4/6/2012 , 28/8/2012 , 1 , 56-707-9622
24266559 , 1/1/1970 , 2/8/1970 , 0 , 44-96-2935
24266557 , 7/1/1970 , 20/1/1970 , 0 , 6-862-1290
14642585 , 13/1/2021 , 16/3/2021 , 1 , 44-96-2935
18902835 , 12/4/2021 , 28/5/2021 , 1 , 98-721-1083
34452821 , 18/1/1975 , 21/2/1975 , 0 , 38-776-3777
10242582 , 11/5/1986 , 28/6/1986 , 0 , 12-88-4730
18902836 , 26/11/2018 , 1/1/2019 , 0 , 46-148-9236
28666554 , 19/11/2014 , 26/11/2014 , 1 , 99-286-5464
28666559 , 15/1/1972 , 24/3/1972 , 1 , 48-648-3925
10242589 , 26/3/1972 , 16/5/1972 , 1 , 15-226-4713
18902835 , 7/9/2019 , 22/9/2019 , 0 , 12-566-1323
38852824 , 13/3/1993 , 23/3/1993 , 1 , 38-776-3777
18902830 , 7/11/1991 , 27/12/1991 , 1 , 15-226-4713
24266553 , 23/5/1980 , 22/7/1980 , 1 , 12-566-1323
18902832 , 27/6/2010 , 7/5/2010 , 1 , 43-282-5362
43963882 , 2/8/1983 , 10/8/1983 , 0 , 28-69-3144
24266555 , 21/4/2003 , 29/5/2003 , 0 , 76-93-4361
28666554 , 22/3/1973 , 5/2/1973 , 1 , 66-479-9156
18902830 , 7/12/1991 , 30/1/1992 , 1 , 11-89-2367
14642589 , 3/1/1970 , 3/6/1970 , 0 , 91-667-6172
48363883 , 4/11/2021 , 27/1/2022 , 0 , 19-906-2636
18902835 , 11/1/1988 , 20/1/1988 , 1 , 71-923-9257
34452824 , 2/7/1997 , 7/8/1997 , 0 , 79-773-308
43963879 , 25/7/2010 , 26/9/2010 , 0 , 12-88-4730
48363880 , 14/4/1976 , 17/6/1976 , 0 , 87-79-3429
10242590 , 3/7/2012 , 23/7/2012 , 1 , 10-625-2635
43963877 , 20/6/2018 , 22/7/2018 , 1 , 59-911-1635
14642586 , 10/9/1985 , 31/10/1985 , 1 , 21-978-218
38852824 , 17/4/1994 , 20/5/1994 , 1 , 10-544-1336
18902839 , 22/1/2013 , 28/1/2013 , 0 , 38-753-2321
10242591 , 23/5/1984 , 6/9/1984 , 0 , 3-957-5455
14642590 , 11/4/1993 , 27/6/1993 , 0 , 86-855-1783
48363883 , 6/9/1996 , 27/9/1996 , 0 , 71-923-9257
48363883 , 6/9/1996 , 27/9/1996 , 0 , 71-923-9257
48363883 , 6/9/1996 , 27/9/1996 , 0 , 71-923-9257
48363883 , 6/9/1996 , 27/9/1996 , 0 , 71-923-9257
48363883 , 6/9/1996 , 27/9/1996 , 0 , 71-923-9257
48363883 , 6/9/1996 , 27/9/1996 , 0 , 71-923-9257
48363883 , 6/9/1996 , 27/9/1996 , 0 , 71-923-9257
48363883 , 6/9/1996 , 27/9/1996 , 0 , 71-923-9257
48363883 , 6/9/1996 , 27/9/1996 , 0 , 71-923-9257
48363883 , 6/9/1996 , 27/9/1996 , 0 , 71-923-9257
48363883 , 6/9/1996 , 27/9/1996 , 0 , 71-923-9257
48363883 , 6/9/1996 , 27/9/1996 , 0 , 71-923-9257
48363883 , 6/9/1996 , 27/9/1996 , 0 , 71-923-9257
48363883 , 6/9/1996 , 27/9/1996 , 0 , 71-923-9257
48363883 , 6/9/1996 , 27/9/1996 , 0 , 71-923-9257
48363883 , 6/9/1996 , 27/9/1996 , 0 , 71-923-9257
48363883 , 6/9/1996 , 27/9/1996 , 0 , 71-923-9257
48363883 , 6/9/1996 , 27/9/1996 , 0 , 71-923-9257
48363883 , 6/9/1996 , 27/9/1996 , 0 , 71-923-9257
48363883 , 6/9/1996 , 27/9/1996 , 0 , 71-923-9257
48363883 , 6/9/1996 , 27/9/1996 , 0 , 71-923-9257
48363883 , 6/9/1996 , 27/9/1996 , 0 , 71-923-9257
48363883 , 6/9/1996 , 27/9/1996 , 0 , 71-923-9257
48363883 , 6/9/1996 , 27/9/1996 , 0 , 71-923-9257
48363883 , 6/9/1996 , 27/9/1996 , 0 , 71-923-9257
48363883 , 6/9/1996 , 27/9/1996 , 0 , 71-923-9257
48363883 , 6/9/1996 , 27/9/1996 , 0 , 71-923-9257
48363883 , 6/9/1996 , 27/9/1996 , 0 , 71-923-9257
48363883 , 6/9/1996 , 27/9/1996 , 0 , 71-923-9257
48363883 , 6/9/1996 , 27/9/1996 , 0 , 71-923-9257
48363883 , 6/9/1996 , 27/9/1996 , 0 , 71-923-9257
48363883 , 6/9/1996 , 27/9/1996 , 0 , 71-923-9257
